Ⲛⲟ	Coptic Word	Deriv.	Alt.  Spellings	F.  (n. & adj.)	Pl.	(Status  nom.)	(Status pronom.)	Qual.	Gramm. Info.	Notes	Prepositions used	English	Example Sentence	
266		ⲥⲁⲃⲟⲗ	ⲥⲁ ⲛ ⲃⲟⲗ, ⲛ ⲥⲁⲃⲟⲗ, ⲛ ⲥⲁ ⲛ ⲃⲟⲗ, ⲙ ⲡⲥⲁ ⲛ ⲃⲟⲗ						prep.		+ ⲛ, ⲉ	outside of, beyond, away from;		
267		ⲥⲁⲃⲟⲗ	ⲥⲁ ⲛ ⲃⲟⲗ, ⲛ ⲥⲁⲃⲟⲗ, ⲛ ⲥⲁ ⲛ ⲃⲟⲗ, ⲙ ⲡⲥⲁ ⲛ ⲃⲟⲗ						adv.			outside, on the outside		
268		ϣⲁⲃⲟⲗ							prep.		ⲛ	to the outside of		
269		ϣⲁⲃⲟⲗ							adv.			to the end, forever, finally, utterly		
270		ϩⲁⲃⲟⲗ ⲛ							prep.			from, away from		
271		ϩⲓⲃⲟⲗ							adv.			outside, on the outside, from the outside		
272		ϩⲓⲃⲟⲗ							prep.			(ⲛ) outside of, beyond, except for		
273		ⲉⲧ ϩⲓⲃⲟⲗ							adj. phr.			external		
274		ⲣ-ⲃⲟⲗ	ⲣ-ⲡⲃⲟⲗ						vb. Intr.			to avoid, escape (from: ⲉ, ⲛ, ϩⲛ)		
275		ⲕⲁ-ⲃⲟⲗ							vb. Tr.			to vomit (ⲙⲙⲟ=)		
276		ⲛ ⲥⲁⲃⲏⲗ ⲉ=ⲛ							prep.			except for, outside of		
277		ⲛ ⲥⲁⲃⲏⲗ ⲉ=ⲛ							conj.			except that		
278		ⲛ ⲥⲁⲃⲏⲗ ϫⲉ							n.			except that, unless, if not		
279		ⲃⲗ (ⲛⲃⲗⲗⲁ=)							prep.			(+/- ⲛ) without, except for, beyond		
280	ⲃⲱⲱⲛ								adj.	mainly in fixed expressions such as c]-bwwn (ctoi), cou-bwwn (ciou), s=r-bwwn (syre), [auon bwwn		bad		
281	ⲃⲟⲟⲛⲉ								n. f.			evil, misfortune		
282		ⲣ-ⲃⲟⲟⲛⲉ							vb.			to act badly, evilly (toward: ⲛⲁ=)		
283		ⲙⲛⲧⲣⲉϥⲣ-ⲃⲟⲟⲛⲉ							n. f. 			evil-doing		
284		ⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							n.			the evil-eye		
285		ⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							adj.			envious, greedy		
286		ⲙⲛⲧⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							n. f. 			envy, greed		
287		ⲣ-ⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							cpd. vb. 2			to become envious of (e, ⲉϫⲛ)		
288		ⲣⲉϥⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							n. / adj.			enchanter, one who casts evil-eye		
289		ⲙⲛⲧⲣⲉϥⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							n. f. 			greed		
290		ϫⲓ-ⲉⲓⲉⲣ-ⲃⲟⲟⲛⲉ							vb.			to receive the evil-eye		
291	ⲃⲱⲱⲣⲉ					ⲃⲉⲉⲣⲉ-	ⲃⲟⲟⲣ=	ⲃⲟⲟⲣⲉ	vb. Tr.			to push, drive (ⲙⲙⲟ=); to repel (ⲛⲥⲁ); to prevail over, defeat (ⲙⲙⲟ=)		
292	ⲃⲱⲱⲣⲉ					ⲃⲉⲉⲣⲉ-	ⲃⲟⲟⲣ=	ⲃⲟⲟⲣⲉ	vb. Intr.			(+ ⲉⲃⲟⲗ) to swell up, protrude		
293	ⲃⲱⲱⲣⲉ					ⲃⲉⲉⲣⲉ-	ⲃⲟⲟⲣ=		n. m.			protuberance		
294	ⲃⲱⲧⲉ		ϥⲱⲧⲉ ϥⲱϭⲉ, ⲃⲟⲧ- ⲃⲟⲟⲧ-			ⲃⲉⲧ-		ⲃⲏⲧ	vb. tr.			to pollute (ⲙⲙⲟ=), befoul; to abominate		
295	ⲃⲟⲧⲉ								n. f. m.			abomination		
296		ⲣ-ⲃⲟⲧⲉ						ⲟ ⲛ ⲃⲟⲧⲉ	cpd. vb. 2			to become hateful		
297		ϫⲓ-ⲃⲟⲧⲉ							vb.			to loathe, abominate €		
298	ⲃⲱϣ		(ⲃⲁϣ=)			ⲃⲉϣ-	ⲃⲟϣ=	ⲃⲏϣ	vb. Tr.			to strip, divest, flay (ⲙⲙⲟ=); to lay bare, unsheathe; to loosen, unfasten, undo, release; to despoil; to forsake		
299	ⲃⲱϣ		(ⲃⲁϣ=)			ⲃⲉϣ-	ⲃⲟϣ=	ⲃⲏϣ	vb. Intr.			to be undone, loosened; Q to be naked		
300		ⲣⲉϥⲃⲱϣ							n. / adj.			robber, despoiler		
301	(ⲃⲱϩ)		(ⲡⲉϩ-)			ⲃⲉϩ-		ⲃⲏϩ	vb. Tr.			to bow (the head)		
302	(ⲃⲱϩⲛ)					ⲃⲉϩⲛ-		ⲃⲁϩⲛ	vb. Tr.			to roof over (ⲙⲙⲟ=), cover with awning		
303	ⲃⲱϩⲛ		ⲃⲁϩⲛ						n. m.			canopy, awning		
304	ⲉ						ⲉⲣⲟ=		prep.			(1) reference: to, for, as regards, in respect to; (2) purpose: for, as; + Inf. In order to; (3) direction: to, toward, into; (4) hostility: at, against; (5) debt: against, due from; (6) ethical dative with many verbal expressions (cf. §30.6); (7) comparison: than (cf. §29.3); (8) temporal: at, in; (9) other meanings in combination with individual verbs, e.g. direct object, instrument, separation		
305	ⲉⲃⲏ								n.	only in =r-eby - to grow dark		darkness		
306		ⲣ-ⲉⲃⲏ							vb.			to grow dark		
307	ⲉⲃⲓⲏⲛ								adj.			poor, wretched		
308		ⲙⲛⲧⲉⲃⲓⲏⲛ							n. f. 			misery, wretchedness		
309		ⲣ-ⲉⲃⲓⲏⲛ							cpd. vb. 2			to become wretched		
310	ⲉⲃⲓⲱ					(ⲉⲃⲓⲉ-)			n. m.			honey		
311		ⲉⲃⲓⲱ ⲙ ⲙⲉ							n.			pure honey		
312		ⲉⲃⲓⲉ-ϩⲟⲟⲩⲧ							n.			wild honey		
313		ⲙⲁ ⲛ ⲉⲃⲓⲱ							n.			honey grove		
314	ⲉⲃⲟⲧ				ⲉⲃⲁⲧⲉ, ⲉⲃⲉⲧⲉ				n. m.	may be followed directly by month name without =n		month		
315		ϩⲣ-ⲉⲃⲟⲧ							n.			every month		
316	ⲉⲃⲣⲁ		ⲃⲣⲁ (ⲃⲣⲉ-, ⲃⲣⲓ-)		ⲉⲃⲣⲏⲩⲉ, ⲃⲣⲏⲩⲉ, ⲃⲣⲏⲩⲉ, ⲃⲣⲏⲏⲩⲉ				n. m.			seed		
317		ⲉⲃⲣⲁ-ⲥⲱϣⲉ							n. f.			seed-grain		
318	ⲉⲃⲣⲏϭⲉ		ⲃⲃⲣⲏϭⲉ, ⲉϥⲣⲏϭⲉ, ⲃⲣⲏϭⲉ						n. f.			lightning		
319		ϯ-ⲉⲃⲣⲏϭⲉ							vb.			to lightning		
320	ⲉⲕⲓⲃⲉ		ⲕⲓⲃⲉ, ⲕⲓⲉⲃⲉ						n. f.			breast		
321		ⲡⲉⲣⲕⲓⲃⲉ							n. f. m.			breast		
322		ϯ-ⲉⲕⲓⲃⲉ							vb.			to suckle		
323		ϫⲓ-ⲉⲕⲓⲃⲉ							vb.			to be suckled		
324	ⲉⲗⲕⲱ		ⲉⲗⲕⲟ						n. m.			fruit of sycamore		
325	ⲉⲗⲟⲟⲗⲉ		(ⲉⲗⲉⲗ-, ⲗⲉⲗ-, ⲗⲉⲉⲗ-, ⲗⲓⲗ-)						n. m.			(1) grape, grape-vine		
326		ⲉⲗⲉⲗ-ϩⲙϫ							n.			sour grapes		
327		ⲉⲗⲉⲗ-ϣⲟⲟⲩⲉ							n.			dried grapes, raisins		
328		ⲃⲱ ⲛ ⲉⲗⲟⲟⲗⲉ							n. f.			grape-vine		
329		ⲙⲁ ⲛ ⲉⲗⲟⲟⲗⲉ							n.			vineyard		
330		ⲉⲓⲉϩ-ⲉⲗⲟⲟⲗⲉ							n. m.			vineyard		
331	ⲉⲗⲉⲗ-ⲕⲏⲙⲉ								n. m.			bruise		
332	ⲉⲗⲟⲟⲗⲉ		(ⲉⲗⲉⲗ-, ⲗⲉⲗ-, ⲗⲉⲉⲗ-, ⲗⲓⲗ-)						n. f.	cf. ⲁⲗⲟⲟⲩⲉ		tonsil (?); pupil of eye		
333	ⲉⲗϭⲱⲃ								n. m.			heron		
334	ⲉⲙⲉ								n. f.			hoe, plow		
335	ⲉⲙⲏⲣⲉ								n. f.			inundation (of the Nile)		
336	ⲁⲙⲏϣ								n. m.			anvil		
337	ⲉⲙⲓⲥⲉ								n. m.			dill, anise		
338	ⲉⲙⲛⲧ		ⲉⲓⲙⲛⲧ, ⲉⲙⲛⲧⲉ						n. m.			the west		
339	ⲉⲙⲟⲩ		ⲁⲙⲟⲩ		ⲉⲙⲟⲟⲩⲉ				n. f.			cat		
340	ⲉⲛⲉ		ⲛⲉ, ⲉⲛ						interrog.			see §29.1.		
341	ⲉⲛⲉ								part.			if; see §29.1.		
342	ⲉⲛⲉϩ		ⲉⲛⲉϩⲉ, ⲉⲛⲏϩⲉ						n. m.			eternity, age, era		
343	ⲉⲛⲉϩ		ⲉⲛⲉϩⲉ, ⲉⲛⲏϩⲉ						adj. 			eternal		
344	ⲉⲛⲉϩ		ⲉⲛⲉϩⲉ, ⲉⲛⲏϩⲉ						adv.			forever (with neg.: never)		
345		ϣⲁ ⲉⲛⲉϩ							adv.			forever (with neg.: never); eternity		
346		ϣⲁ ⲉⲛⲉϩ							adj.	(=n sa eneh> =n=n sa eneh)		eternal		
347		ϣⲁ ⲛⲓⲉⲛⲉϩ							adv.			forever		
348		ϣⲁ ⲉⲛⲉϩ ⲛ ⲟⲩⲟⲉⲓϣ							adv.			forever		
349		ϫⲓⲛ ⲉⲛⲉϩ							adv.			from of old		
350	ⲉⲛϩ		ⲛϩ						n. 			eyebrow		
351		ⲙϫⲛϩ	ⲉⲙϫⲛϩ						n. m.			eyebrow		
352	ⲉⲟⲟⲩ								n. m.			glory, honor		
353		ϩⲁ ⲉⲟⲟⲩ							adj. phr.			honorable, glorious		
354		ϯ-ⲉⲉⲟⲩ							vb.			to glorify, give honor to (ⲛⲁ=)		
355		ϯ-ⲉⲉⲟⲩ							n. m.			glorifying		
356		ⲙⲛⲧⲣⲉϥϯ-ⲉⲟⲟⲩ							n. f. 			glorification		
357		ϫⲓ-ⲉⲟⲟⲩ							vb.			to be glorified		
358		ⲙⲁⲓ-ⲉⲟⲟⲩ							adj.			desirous of glory		
359	ⲉⲡⲏⲡ		ⲉⲡⲉⲓⲡ, ⲉⲡⲏⲫ						prop. n.			name of the 11th Coptic month		
360	ⲉⲡⲣⲁ								n. pl.			vanities		
361	ⲉⲡⲣⲁ								adj.			vain		
362	ⲉⲡⲣⲁ								adv.			in vain		
363		ⲙⲛⲧ-ⲉⲡⲣⲁ							n. f. 			vanity		
364	ⲉⲡⲱ								n. f.			part of door fastening		
365	ⲉⲣⲏⲧ		(ⲣⲏⲧ, ⲉⲣⲣⲏⲧ, ⲣⲣⲏⲧ)						vb. Tr.			to vow, promise, devote (ⲙⲙⲟ=; to : ⲛⲁ=, e)		
366	ⲉⲣⲏⲧ		(ⲣⲏⲧ, ⲉⲣⲣⲏⲧ, ⲣⲣⲏⲧ)		ⲉⲣⲁⲧⲉ				n. m.			vow, promise		
367	ⲉⲣⲏⲩ								n. m. f.			fellow, companion		
368	ⲉⲣⲏⲩ								recipr. Pron.	usu. With possessive prefixes, see 28.4.		each other, mutually		
369	ⲉⲣⲱⲧⲉ								n. m. f.			milk		
370		ⲣ-ⲉⲣⲱⲧⲉ							vb.			to give milk		
371		ϯ-ⲉⲣⲱⲧⲉ ⲛⲁ=							vb.			to suckle		
372		ⲟⲩⲉⲙ-ⲉⲣⲱⲧⲉ							vb.			to feed on milk		
373		ϩⲁ ⲡⲉⲣⲱⲧⲉ							adv.			still sucking, not weaned		
374	ⲉⲥⲏⲧ								n. m.			ground, bottom, lower part		
375		ⲉⲡⲉⲥⲏⲧ							adv.			down, downard, to the ground		
376		ⲉⲡⲉⲥⲏⲧ ⲉ							prep.			down to, down into		
377		ⲙ ⲡⲉⲥⲏⲧ							adv.			below, down below, at the bottom of (ⲙⲙⲟ=)		
378		ⲥⲁ-ⲡⲉⲥⲏⲧ							adv.			on the lower side, below		
379		ⲥⲁ-ⲡⲉⲥⲏⲧ							prep.			on the lower side, below (+ ⲛ)		
380		ϩⲁ ⲡⲉⲥⲏⲧ							adv.			underneath, below ground		
381		ϩⲁ ⲡⲉⲥⲏⲧ							prep.			under (+ ⲛ)		
382		ϩⲓ ⲡⲉⲥⲏⲧ							adv.			on the ground, from on the ground		
383		ϫⲓⲛ ⲡⲉⲥⲏⲧ							adv.			from below		
384		ⲣ-ⲡⲉⲥⲏⲧ							vb.			to go under (ⲛ)		
385	ⲉⲥⲟⲟⲩ			ⲉⲥⲱ					n. m. 			sheep		
386		ⲙⲁⲛ-ⲉⲥⲟⲟⲩ							n. m.			shepherd		
387	ⲉⲧ		ⲉⲧⲉ						rel. pron.			see Gr. In.		
388	ⲉⲧⲃⲉ		(ⲉⲧⲃⲏⲏⲧ=)						prep.			because of, on account of; concerning, about; for the sake of		
389		ⲉⲧⲃⲉ ϫⲉ							conj.			because		
390		ⲉⲧⲃⲉ ⲡⲁⲓ							adv.			therefore		
391		ⲉⲧⲃⲉ ⲟⲩ							adv.			why?		
392	ⲉⲧⲟϩ		ⲉⲧⲁϩ						n. m.			garment or length of cloth		
393	ⲉⲩⲱ		ⲉⲟⲩⲱ, ⲟⲩⲱ						n. f.			pledge, surety		
394		ϯ ⲙⲙⲟ= ⲛ ⲉⲩⲱ							vb.			to give as a pledge		
395		ⲟⲩⲱϩ ⲙⲙⲟ= ⲛ ⲉⲩⲱ							vb.			to deposit as a pledge		
396		ⲕⲱ ⲙⲙⲟ= ⲛ ⲉⲩⲱ							vb.			to deposit as a pledge		
397		ϫⲓ ⲙⲙⲟ= ⲛ ⲉⲩⲱ							vb.			to take as a pledge		
398	ⲉϣⲱ		ⲉϣⲟ, ϣⲟⲩ, ⲉϣⲟⲩ		ⲉϣⲁⲩ, ϣⲁⲩ				n. f. 			sow		
399	ⲉϣϫⲉ		ⲉϣϫⲡⲉ						conj.			(1) if (§29.1.); (2) as if, as it were		
400	ⲉϣϫⲉ		ⲉϣϫⲡⲉ						exclam.			how!		
401	ⲉϣϫⲉ		ⲉϣϫⲡⲉ						adv.			surely, indeed		
402	ⲉϣϫⲉ		ⲉϣϫⲡⲉ						conj.	before apodosis		then		
403	ⲉϩⲉ		ϩⲉ, ⲁϩⲉ, ⲁϩⲁ						part.	also used to introduce questions		yes; indeed, verily		
404	ⲉϣϫⲉ_ⲉϣⲱⲡⲉ ⲉϩⲉ								conj.			if indeed, if so		
405	ⲉϩⲉ				ⲉϩⲟⲟⲩ, ⲉϩⲏⲩ, ⲉϩⲉⲩ				n. f. m.			ox, cow		
406	ⲉϫⲱ		ⲁϫⲱ						n. f.			tongs, pincers		
407	ⲉϭⲱϣ			ⲉϭⲟⲟϣⲉ, ⲉϭⲟϣⲉ	ⲉϭⲟⲟϣ, ⲉϭⲟⲟϣⲉ, ⲉϭⲱϣⲉ, ⲉϭⲁⲁϣ				n. m.			a Nubian, Cushite, Ethiopian		
408	ⲏⲓ								n. m.			house; household, family		
409		ⲙⲉⲥ ϩⲛ ⲏⲓ							n. m.			one born in household		
410		ⲣⲙⲛⲏⲓ	ⲣⲉⲙⲛⲏⲓ						n. m.			(1) member of household, kinsman; (2) monastic superintendent		
411		ⲣ-ⲣⲙⲛⲏⲓ							vb.			to be akin		
412	ⲏⲓ								n. m.			pair, couple		
413	ⲏⲛ								n. m.			ape		
414	ⲏⲣⲡ		(ⲉⲣⲡ-, ⲣⲡ-)						n. m.			wine		
415		ⲏⲣⲡ ⲁⲥ	ⲉⲣⲡ-ⲁⲥ						n. m.			old wine		
416		ⲥⲁⲩ-ⲏⲣⲡ	ⲥⲉ-ⲏⲣⲡ						n. m.			wine-drinker		
417		ⲣ-ⲏⲣⲡ							cpd. vb. 2			to become wine		
418	ⲏⲣϫ								n. m. f.			small bird, chick		
419	ⲏϭⲉ								n. m.			leek		
420		ⲥⲁ ⲛ ⲏϭⲉ							n. m.			leek-seller		
421	ⲉⲓ							ⲛⲏⲩ	vb. Intr.	imptv. Amou (q. v.); Used with full range of prep. And directional adv. In normal senses.		to come, go; to be about to (+ Circum.); to … gradually (+ ⲛ + Inf.)		
422		ⲉⲓ ⲉⲣⲁⲧ=							vb.			to come to a superior		
423		ⲉⲓ ⲉⲧⲛ							vb.			to come into the power of		
424		ⲉⲓ ⲉϫⲛ							vb.			to be applicable to		
425		ⲉⲓ ⲛⲥⲁ							vb.			to come to fetch		
426		ⲉⲓ ⲉⲃⲟⲗ ⲉ							vb.			to sue		
427		ⲉⲓ ⲉⲃⲟⲗ ϩⲓⲧⲛ							vb.			to leave, to quit (a place)		
428		ⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲛ							vb.			to befall		
429	ⲉⲓⲁ		ⲓⲁ						n. m.			valley, ravine		
430	ⲉⲓⲁ		(ⲉⲓⲉⲣ-, ⲉⲓⲁⲧ=, ⲉⲓⲁⲁⲧ=)						n. 			eye, mostly in cpds.		
431		ⲕⲧⲉ-ⲉⲓⲁⲧ=							vb.			to look around		
432		ⲙⲉϩ-ⲉⲓⲁⲧ=	ⲙⲟⲩϩ ⲛ ⲉⲓⲁⲧ=						vb.			to stare, to look intently at (at: ⲙⲙⲟ=)		
433		ⲥⲙⲛ-ⲉⲓⲁⲧ= ⲉϫⲛ							vb.			to fix eye on		
434		ⲧⲥⲁⲃⲉ-ⲉⲓⲁⲧ=	ⲧⲥⲃⲃⲉ-ⲉⲓⲁⲧ=, ⲧⲥⲁⲃⲟ ⲛ ⲉⲓⲁⲧ= ⲉⲃⲟⲗ						vb.			to instruct, inform		
435		ⲧⲟⲩⲛ-ⲉⲓⲁⲧ=, ⲧⲟⲩⲛⲉ-ⲉⲓⲁⲧ= ⲉⲃⲟⲗ							vb.			to instruct, inform		
436		ϥⲓ-ⲉⲓⲁⲧ= ⲉϩⲣⲁⲓ							vb.			to raise eye		
437		ϩⲁ ⲉⲓⲁⲧ=							prep.			before one's eyes		
438		ⲕⲱ ϩⲁ ⲉⲓⲁⲧ=							vb.			to intend to do		
439		ⲛⲁⲓⲁⲧ=							exclam.			blessed is/are …!		
440		ⲙⲛⲧⲛⲁⲓⲁⲧ=							n. f. 			blessedness		
441	ⲉⲓⲁⲁⲩ		ⲉⲓⲱ, ⲓⲱ						n. m.			linen, linen garment		
442		ⲛⲉⲓⲁⲁⲩ	ⲛⲓⲁⲁⲩ, ⲛⲁⲁⲩ						n. m.			linen, linen garment		
443	ⲉⲓⲁⲃⲉ		ⲉⲓⲁⲁⲃⲉ, ⲓⲁⲁⲃⲉ, ⲓⲁⲓⲃⲉ						n. f.			pus		
444	ⲉⲓⲁⲗ		ⲓⲁⲗ, ⲓⲏⲗ						n. f.			mirror		
445	ⲉⲓⲃ		ⲉⲓⲉⲓⲃ, ⲉⲓⲉⲃ		ⲉⲓⲉⲃⲏ				n. m.			hoof; claw; stinger; nail, talon		
446	ⲉⲓⲃⲉ							ⲟⲃⲉ	vb. Intr.			to thirst, become thirsty (for: ⲙⲙⲟ=)		
447	ⲉⲓⲃⲉ								n. m.			thirst		
448	ⲉⲓⲉ		ⲉⲉⲓⲉ, ⲉⲓ						conj.			(1) introducing apodosis: then (§29.1.); before neg.: unless, without; (2) or		
449		ⲉⲓⲉ … ⲏ							conj.			either … or		
450	ⲉⲓⲉ		ⲉⲉⲓⲉ, ⲉⲓ						part.	introducing statement; translation depends on context		well then, so		
451	ⲉⲓⲉⲃⲧ		ⲉⲉⲓⲃⲧ, ⲉⲓⲃⲧ, ⲉⲓⲏⲃⲧ, ⲓⲏϥⲧ, ⲉⲉⲃⲧ						n. m.	usu. With def. art.		the east		
452		ⲥⲁ-ⲡⲉⲓⲉⲃⲧ							prep.			on the east side (of: ⲛ)		
453	ⲉⲓⲉⲗⲉⲗ		ⲉⲓⲉⲗⲉⲓⲉⲗ						vb. Intr.			to shine, glitter		
454	ⲉⲓⲉⲗⲉⲗ		ⲉⲓⲉⲗⲉⲓⲉⲗ						n. m.			brightness		
455		ⲓⲉⲗⲗⲉ							n.			brightness, light		
456	ⲉⲓⲙⲉ		ⲉⲓⲙⲙⲉ						vb. Tr.			to know, understand, realize (e; that: je)		
457		ⲁⲧⲉⲓⲙⲉ							adj.			ignorant; innocent, unaware		
458		ⲣ-ⲁⲧⲉⲓⲙⲉ						ⲟ ⲛ ⲁⲧⲉⲓⲙⲉ	cpd. vb. 2			to become ignorant, unaware; to be unconscious		
459		ⲙⲛⲧⲁⲧⲉⲓⲙⲉ							n. f. 			ignorance		
460		ϭⲓⲛⲉⲓⲙⲉ							n. f. 			knowledge		
461		ⲛⲁϣⲧ-ⲉⲓⲙⲉ	ⲛⲁϣⲧⲙⲙⲉ, ⲛⲁϣⲧⲓⲙⲙⲉ						adj.			presumptuous, impudent; obdurate, stubborn		
462		ⲙⲛⲧⲛⲁϣⲧⲙⲙⲉ							n. f. 			stubbornness, presumptuousness		
463	ⲉⲓⲛⲉ ⲛ- (ⲙ-, ⲉⲛ-)  ⲛⲧ_								vb. Tr.	(Imptv. ⲁⲛⲓⲛⲉ, ⲁⲛⲉⲓⲛⲉ, ⲁⲛⲓ- ⲁⲛⲓ/) Used with many prep. And directional adv. In ordinary senses.		to bring (ⲙⲙⲟ=), bear		
464		ⲉⲓⲛⲉ ⲙⲙⲟ= ⲉϫⲛ							vb.			to liken something to, compare with		
465		ⲉϩⲣⲁⲓ ⲉϫⲛ							vb.			to liken something to, compare with		
466		ⲛ-ⲧⲟⲟⲧ= ⲉϫⲛ							vb.			to seize		
467		ⲉⲓⲛⲉ ⲙⲙⲟ= ⲛⲥⲁ							vb.			to bring an accusation against		
468		ⲉⲓⲛⲉ ⲙⲙⲟ= ⲉⲃⲟⲗ							vb.			to complete; to extradite; to publish; to introduce		
469		ⲉⲓⲛⲉ ⲙⲙⲟ= ⲉ ⲧⲙⲏⲧⲉ							vb.			to recall, bring up (in one's mind)		
470		ⲉⲓⲛⲉ ⲙⲙⲟ= ⲉϩⲟⲩⲛ							vb.			introduce		
471		ⲉⲓⲛⲉ ⲙⲙⲟ= ⲉϩⲟⲩⲛ							n. m.			reception		
472	ⲉⲓⲛⲉ								vb. Tr.			to resemble, be like (ⲙⲙⲟ=)		
473	ⲉⲓⲛⲉ								n. m.			likeness, aspect		
474		ⲙⲛⲧⲣⲉϥⲉⲓⲛⲉ							n. f. 			resemblance		
475	ⲉⲓⲛⲉ								n. f.			adze		
476	ⲉⲓⲛⲉ		ⲓⲛⲉ						n. f. 			thumb; big toe		
477	ⲉⲓⲛⲉ								n. m.			chain		
478	ⲉⲓⲟⲙ		ⲓⲟⲙ						n. m.			(1) sea (rare in Sah.); (2) winepress		
479	ⲉⲓⲟⲟⲣ		ⲉⲓⲟⲟⲣⲉ						n. m.			canal		
480		ϫⲓⲟⲟⲣ							vb. Tr.			to ferry (ⲙⲙⲟ=) across (to: ⲉ); to cross, ford (a river: ⲙⲙⲟ=)		
481		ϭⲓⲛ-ϫⲓⲟⲟⲣ							n. f. 			fording, transit		
482		ϫⲓⲟⲟⲣ							n. m.			a ford, crossing; ferryboat; ferryman		
483		ⲉⲓⲉⲣⲟ, ⲓⲉⲣⲟ			ⲉⲓⲉⲣⲱⲟⲩ, ⲓⲉⲣⲱⲟⲩ				n. m.			river; often spec. the Nile		
484	ⲉⲓⲟⲟⲩⲛ		ⲓⲟⲟⲩⲛ	ⲓⲟⲟⲩⲛⲉ					prop. n.			a title: meaning unknown		
485	ⲉⲓⲟⲡⲉ								n. f.			a liquid measure		
486	ⲉⲓⲟⲡⲉ		ⲓⲟⲡⲉ (ⲉⲓⲉⲡ-)						n. f.	Freq. cpd. With 2nd element to designate particular craft or its product		craft, occupation		
487		ⲉⲓⲉⲡ-ⲥⲁ							n. f.			sculpture, work in relief		
488		ⲉⲓⲉⲡ-ⲟⲩⲟⲉⲓⲉ							n. f.			tillage, tilled land, produce of tillage		
489		ⲉⲓⲉⲡ-ϣⲉ							n. f.			woodwork		
490		ⲉⲓⲉⲡ-ⲛⲟⲩⲃ							n. f.			goldwork		
491		ⲉⲓⲉⲡ-ⲛ-ϩⲁⲧ							n. f.			silverwork		
492		ⲉⲓⲉⲡ-ϣⲱⲧ							n. f.			trade, trading, merchandise		
493		ⲣ-ⲉⲓⲉⲡ-ϣⲱⲧ							vb.			to engage in trade		
494		ϩⲁⲣ-ⲉⲓⲟⲡⲉ							adj.			variegated		
495		ⲣ-ⲉⲓⲟⲡⲉ							vb.			to spin		
496		ⲣⲉϥⲣ-ⲉⲓⲟⲡⲉ							n. / adj.			craftsman		
497		ⲙⲛⲧⲣⲉϥⲣ-ⲉⲓⲟⲡⲉ							n. f. 			craft		
498	ⲉⲓⲟⲩⲗ		ⲉⲉⲓⲟⲩⲗ, ⲉⲓⲉⲟⲩⲗ, ⲓⲟⲩⲗ						n. m. f.			hart, hind (deer)		
499	ⲉⲓⲣⲉ ⲣ-					(ⲉⲣ-)	ⲁⲁ=	ⲟ	vb. Tr.			to do, make, perform, produce, fashion (ⲙⲙⲟ=)		
500	ⲉⲓⲣⲉ ⲣ-					(ⲉⲣ-)	ⲁⲁ=	ⲟ	vb. Intr.	For eire in cpd. Vbs. See §26.1; these are listed under 2nd element.		to act, function, behave		
501	ⲉⲓⲣⲉ ⲣ-					(ⲉⲣ-)	ⲁⲁ=		n. m.			doing, performance		
502		ⲣⲉϥⲉⲓⲣⲉ							n. / adj.			doer, maker		
503		ⲧⲁϣⲉ-ⲉⲓⲣⲉ							vb.			to do or make even more, increase in doing		
504	ⲉⲓⲥ		ⲉⲥ						part.	properly only before nouns		behold, lo; here is/are … 		
505		ⲉⲓⲥ ϩⲏⲏⲧⲉ	ⲉⲓⲥ ϩⲏⲧⲉ, ⲉⲓⲥ ϩⲉⲉⲡⲉ						part.	before pron. Or verb.		behold, lo; here is/are … 		
506		ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲉⲓⲥ							part.	before n.		behold, lo; here is/are … 		
507		ⲉⲓⲥ ϩⲏⲏⲛⲉ							part.	before n. or pron.		behold, lo; here is/are … 		
508		ⲉⲓⲥⲧⲉ							conj. (?)			= ⲉⲓⲥ ϩⲏⲏⲧⲉ		
509		ⲉⲓⲥⲡⲉ							conj. (?)			= ⲉⲓⲥ ϩⲏⲏⲡⲉ		
510	ⲉⲓⲧⲛ		ⲓⲧⲛ, ⲓⲧⲛⲉ, ⲧⲛⲏ						n. m.			ground, earth, dust; dirt, rubbish		
511		ⲉ ⲡⲉⲓⲧⲛ							prep.			= ⲉⲡⲉⲥⲏⲧ		
512		ⲙ ⲡⲉⲓⲧⲛ							adv.			below, underneath, at the bottom		
513	ⲉⲓⲱ		ⲉⲓⲁ- (ⲓⲁ-) ⲉⲓⲁⲁ=					ⲉⲓⲏ (+/- ⲉⲃⲟⲗ)	vb. Tr.			to wash (ⲙⲙⲟ=)		
514		ⲉⲓⲱ ⲉⲃⲟⲗ							n. m.			washing		
515		ⲣⲉϥⲉⲓⲱ ⲉⲃⲟⲗ							n. / adj.			washer (in bath)		
516		ⲉⲓⲁ-ⲧⲟⲟⲧ= ⲛⲥⲁ							vb.	suff. Is reflex.		to renounce, despair of 		
